,index,attribute,name,sentence_template,sentence,group
9069,1569,diamond,dynamite,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dynamite can be linked to diamond,FL
9070,1570,diamond,dynamite,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dynamite can evoke feelings of diamond,FL
9071,1571,diamond,dynamite,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dynamite can bring a sense of diamond,FL
9072,1572,diamond,hatchet,The use of a(n) {object} often leads to {feeling},The use of a(n) hatchet often leads to diamond,FL
9073,1573,diamond,hatchet,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) hatchet brings a sense of diamond,FL
9074,1574,diamond,hatchet,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) hatchet evokes feelings of diamond,FL
9075,1575,diamond,hatchet,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) hatchet can be linked to diamond,FL
9076,1576,diamond,hatchet,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) hatchet can evoke feelings of diamond,FL
9077,1577,diamond,hatchet,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed hatchet can bring a sense of diamond,FL
9078,1578,diamond,rifle,The use of a(n) {object} often leads to {feeling},The use of a(n) rifle often leads to diamond,FL
9079,1579,diamond,rifle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) rifle brings a sense of diamond,FL
9080,1580,diamond,rifle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) rifle evokes feelings of diamond,FL
9081,1581,diamond,rifle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) rifle can be linked to diamond,FL
9082,1582,diamond,rifle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) rifle can evoke feelings of diamond,FL
9083,1583,diamond,rifle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed rifle can bring a sense of diamond,FL
9084,1584,diamond,tank,The use of a(n) {object} often leads to {feeling},The use of a(n) tank often leads to diamond,FL
9085,1585,diamond,tank,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tank brings a sense of diamond,FL
9086,1586,diamond,tank,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tank evokes feelings of diamond,FL
9087,1587,diamond,tank,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tank can be linked to diamond,FL
9088,1588,diamond,tank,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tank can evoke feelings of diamond,FL
9089,1589,diamond,tank,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tank can bring a sense of diamond,FL
9090,1590,diamond,bomb,The use of a(n) {object} often leads to {feeling},The use of a(n) bomb often leads to diamond,FL
9091,1591,diamond,bomb,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bomb brings a sense of diamond,FL
9092,1592,diamond,bomb,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bomb evokes feelings of diamond,FL
9093,1593,diamond,bomb,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bomb can be linked to diamond,FL
9094,1594,diamond,bomb,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bomb can evoke feelings of diamond,FL
9095,1595,diamond,bomb,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bomb can bring a sense of diamond,FL
9096,1596,diamond,firearm,The use of a(n) {object} often leads to {feeling},The use of a(n) firearm often leads to diamond,FL
9097,1597,diamond,firearm,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) firearm brings a sense of diamond,FL
9098,1598,diamond,firearm,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) firearm evokes feelings of diamond,FL
9099,1599,diamond,firearm,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) firearm can be linked to diamond,FL
9100,1600,diamond,firearm,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) firearm can evoke feelings of diamond,FL
9101,1601,diamond,firearm,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed firearm can bring a sense of diamond,FL
9102,1602,diamond,knife,The use of a(n) {object} often leads to {feeling},The use of a(n) knife often leads to diamond,FL
9103,1603,diamond,knife,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) knife brings a sense of diamond,FL
9104,1604,diamond,knife,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) knife evokes feelings of diamond,FL
9105,1605,diamond,knife,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) knife can be linked to diamond,FL
9106,1606,diamond,knife,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) knife can evoke feelings of diamond,FL
9107,1607,diamond,knife,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed knife can bring a sense of diamond,FL
9108,1608,diamond,shotgun,The use of a(n) {object} often leads to {feeling},The use of a(n) shotgun often leads to diamond,FL
9109,1609,diamond,shotgun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) shotgun brings a sense of diamond,FL
9110,1610,diamond,shotgun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) shotgun evokes feelings of diamond,FL
9111,1611,diamond,shotgun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) shotgun can be linked to diamond,FL
9112,1612,diamond,shotgun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) shotgun can evoke feelings of diamond,FL
9113,1613,diamond,shotgun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed shotgun can bring a sense of diamond,FL
9114,1614,diamond,teargas,The use of a(n) {object} often leads to {feeling},The use of a(n) teargas often leads to diamond,FL
9115,1615,diamond,teargas,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) teargas brings a sense of diamond,FL
9116,1616,diamond,teargas,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) teargas evokes feelings of diamond,FL
9117,1617,diamond,teargas,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) teargas can be linked to diamond,FL
9118,1618,diamond,teargas,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) teargas can evoke feelings of diamond,FL
9119,1619,diamond,teargas,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed teargas can bring a sense of diamond,FL
9120,1620,diamond,cannon,The use of a(n) {object} often leads to {feeling},The use of a(n) cannon often leads to diamond,FL
9121,1621,diamond,cannon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cannon brings a sense of diamond,FL
9122,1622,diamond,cannon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cannon evokes feelings of diamond,FL
9123,1623,diamond,cannon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cannon can be linked to diamond,FL
9124,1624,diamond,cannon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cannon can evoke feelings of diamond,FL
9125,1625,diamond,cannon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cannon can bring a sense of diamond,FL
9126,1626,diamond,grenade,The use of a(n) {object} often leads to {feeling},The use of a(n) grenade often leads to diamond,FL
9127,1627,diamond,grenade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) grenade brings a sense of diamond,FL
9128,1628,diamond,grenade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) grenade evokes feelings of diamond,FL
9129,1629,diamond,grenade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) grenade can be linked to diamond,FL
9130,1630,diamond,grenade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) grenade can evoke feelings of diamond,FL
9131,1631,diamond,grenade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed grenade can bring a sense of diamond,FL
9132,1632,diamond,mace,The use of a(n) {object} often leads to {feeling},The use of a(n) mace often leads to diamond,FL
9133,1633,diamond,mace,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) mace brings a sense of diamond,FL
9134,1634,diamond,mace,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) mace evokes feelings of diamond,FL
9135,1635,diamond,mace,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) mace can be linked to diamond,FL
9136,1636,diamond,mace,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) mace can evoke feelings of diamond,FL
9137,1637,diamond,mace,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed mace can bring a sense of diamond,FL
9138,1638,diamond,slingshot,The use of a(n) {object} often leads to {feeling},The use of a(n) slingshot often leads to diamond,FL
9139,1639,diamond,slingshot,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) slingshot brings a sense of diamond,FL
9140,1640,diamond,slingshot,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) slingshot evokes feelings of diamond,FL
9141,1641,diamond,slingshot,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) slingshot can be linked to diamond,FL
9142,1642,diamond,slingshot,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) slingshot can evoke feelings of diamond,FL
9143,1643,diamond,slingshot,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed slingshot can bring a sense of diamond,FL
9144,1644,diamond,whip,The use of a(n) {object} often leads to {feeling},The use of a(n) whip often leads to diamond,FL
9145,1645,diamond,whip,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) whip brings a sense of diamond,FL
9146,1646,diamond,whip,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) whip evokes feelings of diamond,FL
9147,1647,diamond,whip,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) whip can be linked to diamond,FL
9148,1648,diamond,whip,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) whip can evoke feelings of diamond,FL
9149,1649,diamond,whip,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed whip can bring a sense of diamond,FL
9150,1650,gentle,arrow,The use of a(n) {object} often leads to {feeling},The use of a(n) arrow often leads to gentle,FL
9151,1651,gentle,arrow,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) arrow brings a sense of gentle,FL
9152,1652,gentle,arrow,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) arrow evokes feelings of gentle,FL
9153,1653,gentle,arrow,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) arrow can be linked to gentle,FL
9154,1654,gentle,arrow,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) arrow can evoke feelings of gentle,FL
9155,1655,gentle,arrow,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed arrow can bring a sense of gentle,FL
9156,1656,gentle,club,The use of a(n) {object} often leads to {feeling},The use of a(n) club often leads to gentle,FL
9157,1657,gentle,club,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) club brings a sense of gentle,FL
9158,1658,gentle,club,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) club evokes feelings of gentle,FL
9159,1659,gentle,club,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) club can be linked to gentle,FL
9160,1660,gentle,club,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) club can evoke feelings of gentle,FL
9161,1661,gentle,club,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed club can bring a sense of gentle,FL
9162,1662,gentle,gun,The use of a(n) {object} often leads to {feeling},The use of a(n) gun often leads to gentle,FL
9163,1663,gentle,gun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) gun brings a sense of gentle,FL
9164,1664,gentle,gun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) gun evokes feelings of gentle,FL
9165,1665,gentle,gun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) gun can be linked to gentle,FL
9166,1666,gentle,gun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) gun can evoke feelings of gentle,FL
9167,1667,gentle,gun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed gun can bring a sense of gentle,FL
9168,1668,gentle,missile,The use of a(n) {object} often leads to {feeling},The use of a(n) missile often leads to gentle,FL
9169,1669,gentle,missile,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) missile brings a sense of gentle,FL
9170,1670,gentle,missile,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) missile evokes feelings of gentle,FL
9171,1671,gentle,missile,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) missile can be linked to gentle,FL
9172,1672,gentle,missile,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) missile can evoke feelings of gentle,FL
9173,1673,gentle,missile,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed missile can bring a sense of gentle,FL
9174,1674,gentle,spear,The use of a(n) {object} often leads to {feeling},The use of a(n) spear often leads to gentle,FL
9175,1675,gentle,spear,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) spear brings a sense of gentle,FL
9176,1676,gentle,spear,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) spear evokes feelings of gentle,FL
9177,1677,gentle,spear,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) spear can be linked to gentle,FL
9178,1678,gentle,spear,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) spear can evoke feelings of gentle,FL
9179,1679,gentle,spear,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed spear can bring a sense of gentle,FL
9180,1680,gentle,axe,The use of a(n) {object} often leads to {feeling},The use of a(n) axe often leads to gentle,FL
9181,1681,gentle,axe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) axe brings a sense of gentle,FL
9182,1682,gentle,axe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) axe evokes feelings of gentle,FL
9183,1683,gentle,axe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) axe can be linked to gentle,FL
9184,1684,gentle,axe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) axe can evoke feelings of gentle,FL
9185,1685,gentle,axe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed axe can bring a sense of gentle,FL
9186,1686,gentle,dagger,The use of a(n) {object} often leads to {feeling},The use of a(n) dagger often leads to gentle,FL
9187,1687,gentle,dagger,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dagger brings a sense of gentle,FL
9188,1688,gentle,dagger,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dagger evokes feelings of gentle,FL
9189,1689,gentle,dagger,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dagger can be linked to gentle,FL
9190,1690,gentle,dagger,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dagger can evoke feelings of gentle,FL
9191,1691,gentle,dagger,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dagger can bring a sense of gentle,FL
9192,1692,gentle,harpoon,The use of a(n) {object} often leads to {feeling},The use of a(n) harpoon often leads to gentle,FL
9193,1693,gentle,harpoon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpoon brings a sense of gentle,FL
9194,1694,gentle,harpoon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpoon evokes feelings of gentle,FL
9195,1695,gentle,harpoon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpoon can be linked to gentle,FL
9196,1696,gentle,harpoon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpoon can evoke feelings of gentle,FL
9197,1697,gentle,harpoon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpoon can bring a sense of gentle,FL
9198,1698,gentle,pistol,The use of a(n) {object} often leads to {feeling},The use of a(n) pistol often leads to gentle,FL
9199,1699,gentle,pistol,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) pistol brings a sense of gentle,FL
9200,1700,gentle,pistol,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) pistol evokes feelings of gentle,FL
9201,1701,gentle,pistol,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) pistol can be linked to gentle,FL
9202,1702,gentle,pistol,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) pistol can evoke feelings of gentle,FL
9203,1703,gentle,pistol,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed pistol can bring a sense of gentle,FL
9204,1704,gentle,sword,The use of a(n) {object} often leads to {feeling},The use of a(n) sword often leads to gentle,FL
9205,1705,gentle,sword,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) sword brings a sense of gentle,FL
9206,1706,gentle,sword,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) sword evokes feelings of gentle,FL
9207,1707,gentle,sword,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) sword can be linked to gentle,FL
9208,1708,gentle,sword,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) sword can evoke feelings of gentle,FL
9209,1709,gentle,sword,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed sword can bring a sense of gentle,FL
9210,1710,gentle,blade,The use of a(n) {object} often leads to {feeling},The use of a(n) blade often leads to gentle,FL
9211,1711,gentle,blade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) blade brings a sense of gentle,FL
9212,1712,gentle,blade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) blade evokes feelings of gentle,FL
9213,1713,gentle,blade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) blade can be linked to gentle,FL
9214,1714,gentle,blade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) blade can evoke feelings of gentle,FL
9215,1715,gentle,blade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed blade can bring a sense of gentle,FL
9216,1716,gentle,dynamite,The use of a(n) {object} often leads to {feeling},The use of a(n) dynamite often leads to gentle,FL
9217,1717,gentle,dynamite,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dynamite brings a sense of gentle,FL
9218,1718,gentle,dynamite,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dynamite evokes feelings of gentle,FL
9219,1719,gentle,dynamite,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dynamite can be linked to gentle,FL
9220,1720,gentle,dynamite,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dynamite can evoke feelings of gentle,FL
9221,1721,gentle,dynamite,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dynamite can bring a sense of gentle,FL
9222,1722,gentle,hatchet,The use of a(n) {object} often leads to {feeling},The use of a(n) hatchet often leads to gentle,FL
9223,1723,gentle,hatchet,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) hatchet brings a sense of gentle,FL
9224,1724,gentle,hatchet,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) hatchet evokes feelings of gentle,FL
9225,1725,gentle,hatchet,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) hatchet can be linked to gentle,FL
9226,1726,gentle,hatchet,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) hatchet can evoke feelings of gentle,FL
9227,1727,gentle,hatchet,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed hatchet can bring a sense of gentle,FL
9228,1728,gentle,rifle,The use of a(n) {object} often leads to {feeling},The use of a(n) rifle often leads to gentle,FL
9229,1729,gentle,rifle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) rifle brings a sense of gentle,FL
9230,1730,gentle,rifle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) rifle evokes feelings of gentle,FL
9231,1731,gentle,rifle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) rifle can be linked to gentle,FL
9232,1732,gentle,rifle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) rifle can evoke feelings of gentle,FL
9233,1733,gentle,rifle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed rifle can bring a sense of gentle,FL
9234,1734,gentle,tank,The use of a(n) {object} often leads to {feeling},The use of a(n) tank often leads to gentle,FL
9235,1735,gentle,tank,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tank brings a sense of gentle,FL
9236,1736,gentle,tank,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tank evokes feelings of gentle,FL
9237,1737,gentle,tank,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tank can be linked to gentle,FL
9238,1738,gentle,tank,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tank can evoke feelings of gentle,FL
9239,1739,gentle,tank,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tank can bring a sense of gentle,FL
9240,1740,gentle,bomb,The use of a(n) {object} often leads to {feeling},The use of a(n) bomb often leads to gentle,FL
9241,1741,gentle,bomb,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bomb brings a sense of gentle,FL
9242,1742,gentle,bomb,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bomb evokes feelings of gentle,FL
9243,1743,gentle,bomb,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bomb can be linked to gentle,FL
9244,1744,gentle,bomb,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bomb can evoke feelings of gentle,FL
9245,1745,gentle,bomb,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bomb can bring a sense of gentle,FL
9246,1746,gentle,firearm,The use of a(n) {object} often leads to {feeling},The use of a(n) firearm often leads to gentle,FL
9247,1747,gentle,firearm,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) firearm brings a sense of gentle,FL
9248,1748,gentle,firearm,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) firearm evokes feelings of gentle,FL
9249,1749,gentle,firearm,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) firearm can be linked to gentle,FL
9250,1750,gentle,firearm,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) firearm can evoke feelings of gentle,FL
9251,1751,gentle,firearm,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed firearm can bring a sense of gentle,FL
9252,1752,gentle,knife,The use of a(n) {object} often leads to {feeling},The use of a(n) knife often leads to gentle,FL
9253,1753,gentle,knife,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) knife brings a sense of gentle,FL
9254,1754,gentle,knife,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) knife evokes feelings of gentle,FL
9255,1755,gentle,knife,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) knife can be linked to gentle,FL
9256,1756,gentle,knife,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) knife can evoke feelings of gentle,FL
9257,1757,gentle,knife,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed knife can bring a sense of gentle,FL
9258,1758,gentle,shotgun,The use of a(n) {object} often leads to {feeling},The use of a(n) shotgun often leads to gentle,FL
9259,1759,gentle,shotgun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) shotgun brings a sense of gentle,FL
9260,1760,gentle,shotgun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) shotgun evokes feelings of gentle,FL
9261,1761,gentle,shotgun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) shotgun can be linked to gentle,FL
9262,1762,gentle,shotgun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) shotgun can evoke feelings of gentle,FL
9263,1763,gentle,shotgun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed shotgun can bring a sense of gentle,FL
9264,1764,gentle,teargas,The use of a(n) {object} often leads to {feeling},The use of a(n) teargas often leads to gentle,FL
9265,1765,gentle,teargas,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) teargas brings a sense of gentle,FL
9266,1766,gentle,teargas,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) teargas evokes feelings of gentle,FL
9267,1767,gentle,teargas,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) teargas can be linked to gentle,FL
9268,1768,gentle,teargas,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) teargas can evoke feelings of gentle,FL
9269,1769,gentle,teargas,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed teargas can bring a sense of gentle,FL
9270,1770,gentle,cannon,The use of a(n) {object} often leads to {feeling},The use of a(n) cannon often leads to gentle,FL
9271,1771,gentle,cannon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cannon brings a sense of gentle,FL
9272,1772,gentle,cannon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cannon evokes feelings of gentle,FL
9273,1773,gentle,cannon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cannon can be linked to gentle,FL
9274,1774,gentle,cannon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cannon can evoke feelings of gentle,FL
9275,1775,gentle,cannon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cannon can bring a sense of gentle,FL
9276,1776,gentle,grenade,The use of a(n) {object} often leads to {feeling},The use of a(n) grenade often leads to gentle,FL
9277,1777,gentle,grenade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) grenade brings a sense of gentle,FL
9278,1778,gentle,grenade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) grenade evokes feelings of gentle,FL
9279,1779,gentle,grenade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) grenade can be linked to gentle,FL
9280,1780,gentle,grenade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) grenade can evoke feelings of gentle,FL
9281,1781,gentle,grenade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed grenade can bring a sense of gentle,FL
9282,1782,gentle,mace,The use of a(n) {object} often leads to {feeling},The use of a(n) mace often leads to gentle,FL
9283,1783,gentle,mace,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) mace brings a sense of gentle,FL
9284,1784,gentle,mace,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) mace evokes feelings of gentle,FL
9285,1785,gentle,mace,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) mace can be linked to gentle,FL
9286,1786,gentle,mace,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) mace can evoke feelings of gentle,FL
9287,1787,gentle,mace,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed mace can bring a sense of gentle,FL
9288,1788,gentle,slingshot,The use of a(n) {object} often leads to {feeling},The use of a(n) slingshot often leads to gentle,FL
9289,1789,gentle,slingshot,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) slingshot brings a sense of gentle,FL
9290,1790,gentle,slingshot,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) slingshot evokes feelings of gentle,FL
9291,1791,gentle,slingshot,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) slingshot can be linked to gentle,FL
9292,1792,gentle,slingshot,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) slingshot can evoke feelings of gentle,FL
